date,close
2008-01-01,91.29
2008-02-01,95.9
2008-03-01,92.12
2008-04-01,85.92
2008-05-01,87.35
2008-06-01,91.7
2008-07-01,90.47
2008-08-01,82.059998
2008-09-01,87.099998
2008-10-01,71.94
2008-11-01,80.16
2008-12-01,85.099998
2009-01-01,91.31
2009-02-01,92.63
2009-03-01,90.28
2009-04-01,87.27
2009-05-01,96.21
2009-06-01,91.18
2009-07-01,93.35
2009-08-01,93.4
2009-09-01,98.85
2009-10-01,102.53
2009-11-01,115.64
2009-12-01,107.31
2010-01-01,105.96
2010-02-01,109.43
2010-03-01,108.95
2010-04-01,115.36
2010-05-01,118.881
2010-06-01,121.68
2010-07-01,115.49
2010-08-01,122.080002
2010-09-01,127.91
2010-10-01,132.62
2010-11-01,135.42
2010-12-01,138.72
2011-01-01,129.87
2011-02-01,137.661
2011-03-01,139.86
2011-04-01,152.37
2011-05-01,149.64
2011-06-01,146.0010071
2011-07-01,158.28999
2011-08-01,177.72
2011-09-01,158.059998
2011-10-01,167.34
2011-11-01,170.13
2011-12-01,151.99001
2012-01-01,169.31
2012-02-01,164.286
2012-03-01,162.12
2012-04-01,161.88
2012-05-01,151.62
2012-06-01,155.19
2012-07-01,156.49001
2012-08-01,164.22
2012-09-01,171.89
2012-10-01,166.83
2012-11-01,166.050003
2012-12-01,162.020004
2013-01-01,161.2
2013-02-01,153
2013-03-01,154.47
2013-04-01,142.77
2013-05-01,133.92
2013-06-01,119.11
2013-07-01,127.96
2013-08-01,134.62
2013-09-01,128.17999
2013-10-01,127.74
2013-11-01,120.7
2013-12-01,116.12
2014-01-01,120.089996
2014-02-01,127.62
2014-03-01,123.61
2014-04-01,124.22
2014-05-01,120.43
2014-06-01,128.039993
2014-07-01,123.39
2014-08-01,123.86
2014-09-01,116.21
2014-10-01,112.66
2014-11-01,112.11
2014-12-01,113.58
2015-01-01,123.45
2015-02-01,116.16
2015-03-01,113.66
2015-04-01,113.47
2015-05-01,114.099998
2015-06-01,112.37
2015-07-01,104.93
2015-08-01,108.82
2015-09-01,106.86
2015-10-01,109.3
2015-11-01,101.92
2015-12-01,101.46
2016-01-01,106.95
2016-02-01,118.64
2016-03-01,117.64
2016-04-01,123.65
2016-05-01,116.059998
2016-06-01,126.47
2016-07-01,128.98
2016-08-01,124.78
2016-09-01,125.64
2016-10-01,121.94
2016-11-01,111.75
2016-12-01,109.61
2017-01-01,115.55
2017-02-01,119.23
2017-03-01,118.72
2017-04-01,120.77
2017-05-01,120.62
2017-06-01,118.019997
2017-07-01,120.75
2017-08-01,125.82
2017-09-01,121.58
2017-10-01,120.67
2017-11-01,121.099998
2017-12-01,123.65
2018-01-01,127.65
2018-02-01,125
2018-03-01,125.79
2018-04-01,124.59
2018-05-01,123.099998
2018-06-01,118.65
2018-07-01,115.99
2018-08-01,113.51
2018-09-01,112.76
2018-10-01,115.15
2018-11-01,115.54
2018-12-01,121.25
2019-01-01,124.75
2019-02-01,123.99
2019-03-01,122.010002
2019-04-01,121.2
2019-05-01,123.33
2019-06-01,133.2
2019-07-01,133.21001
2019-08-01,143.75
2019-09-01,138.87
2019-10-01,142.42999
2019-11-01,137.86
2019-12-01,142.89999
2020-01-01,149.33
2020-02-01,148.38
2020-03-01,148.050003
2020-04-01,158.8
2020-05-01,162.91
2020-06-01,167.37
2020-07-01,185.42999
2020-08-01,184.83
2020-09-01,177.12
2020-10-01,176.2
2020-11-01,166.67
2020-12-01,178.36
2021-01-01,172.61
2021-02-01,161.81
2021-03-01,159.96001
2021-04-01,165.66
2021-05-01,178.38
2021-06-01,165.63
2021-07-01,169.82001
2021-08-01,169.69
2021-09-01,164.22
2021-10-01,166.64999
2021-11-01,165.5
2021-12-01,170.96001
2022-01-01,168.089996
2022-02-01,178.38
2022-03-01,180.64999
2022-04-01,176.91
2022-05-01,171.14
2022-06-01,168.46001
2022-07-01,164.10001
2022-08-01,159.27
2022-09-01,154.67
2022-10-01,151.91
2022-11-01,164.81
2022-12-01,169.64
2023-01-01,179.41
2023-02-01,169.78
2023-03-01,183.22
2023-04-01,184.8
2023-05-01,182.32001
2023-06-01,178.27
2023-07-01,182.35001
2023-08-01,180.020004
2023-09-01,171.45
2023-10-01,184.089996
2023-11-01,188.75
2023-12-01,191.17
2024-01-01,188.45
2024-02-01,189.31
2024-03-01,205.72
2024-04-01,211.87
2024-05-01,215.3
2024-06-01,215.0099945
2024-07-01,226.55
2024-08-01,231.28999
2024-09-01,243.059998
2024-10-01,253.50999
2024-11-01,245.59
2024-12-01,242.13
2025-01-01,258.56
2025-02-01,263.26999
2025-03-01,288.14001
2025-04-01,303.76999
2025-05-01,303.60001
2025-06-01,304.82999
2025-07-01,302.95999
2025-08-01,318.070007
2025-09-01,355.47
2025-10-01,368.12
2025-11-01,387.88
2025-12-01,396.31
2026-01-01,444.95001
2026-02-01,483.75
2026-03-01,430.29001
2026-04-01,440.16
